model,rank,lambda,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
CDE-VAE,100,0.01,,0.0005,300,0.5,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0713, 0.0027]","[0.024, 0.0013]","[0.0225, 0.0011]","[0.0217, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.046, 0.0035]","[0.0597, 0.0039]","[0.0753, 0.0043]","[0.0258, 0.0027]","[0.1506, 0.0057]"
CDE-VAE,100,0.01,,0.001,300,0.5,Adam,"[0.0274, 0.0019]","[0.026, 0.0016]","[0.0251, 0.0014]","[0.0298, 0.0025]","[0.0219, 0.0009]","[0.071, 0.0027]","[0.0241, 0.0013]","[0.0227, 0.0011]","[0.0217, 0.001]","[0.0266, 0.0019]","[0.0184, 0.0007]","[0.0255, 0.0019]","[0.0445, 0.0034]","[0.0602, 0.0039]","[0.0754, 0.0043]","[0.026, 0.0027]","[0.1497, 0.0057]"
CDE-VAE,100,0.1,,0.0001,300,0.5,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0714, 0.0027]","[0.024, 0.0013]","[0.0225, 0.0011]","[0.0216, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.045, 0.0035]","[0.0598, 0.0039]","[0.0747, 0.0043]","[0.0258, 0.0027]","[0.1508, 0.0057]"
CDE-VAE,100,0.1,,0.0005,300,0.5,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0713, 0.0027]","[0.024, 0.0013]","[0.0226, 0.0011]","[0.0217, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.046, 0.0035]","[0.0599, 0.0039]","[0.0753, 0.0043]","[0.0258, 0.0027]","[0.1506, 0.0057]"
CDE-VAE,100,0.1,,0.001,300,0.5,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0298, 0.0025]","[0.0219, 0.0009]","[0.0712, 0.0027]","[0.024, 0.0013]","[0.0226, 0.0011]","[0.0217, 0.001]","[0.0266, 0.0019]","[0.0186, 0.0007]","[0.0255, 0.0019]","[0.046, 0.0035]","[0.0599, 0.0039]","[0.0753, 0.0043]","[0.026, 0.0027]","[0.1504, 0.0057]"
CDE-VAE,100,1.0,,0.0001,300,0.5,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0714, 0.0027]","[0.024, 0.0013]","[0.0225, 0.0011]","[0.0216, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.045, 0.0035]","[0.0598, 0.0039]","[0.0747, 0.0043]","[0.0258, 0.0027]","[0.1508, 0.0057]"
CDE-VAE,100,1.0,,0.0005,300,0.5,Adam,"[0.0274, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.0219, 0.0009]","[0.0713, 0.0027]","[0.0239, 0.0013]","[0.0226, 0.0011]","[0.0217, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.0448, 0.0035]","[0.0599, 0.0039]","[0.0753, 0.0043]","[0.0258, 0.0027]","[0.1507, 0.0057]"
CDE-VAE,100,1.0,,0.001,300,0.5,Adam,"[0.0274, 0.0018]","[0.026, 0.0015]","[0.025, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0712, 0.0027]","[0.0239, 0.0013]","[0.0226, 0.0011]","[0.0217, 0.001]","[0.0268, 0.0019]","[0.0185, 0.0007]","[0.0257, 0.0019]","[0.0448, 0.0035]","[0.0598, 0.0039]","[0.0753, 0.0043]","[0.0258, 0.0027]","[0.1504, 0.0057]"
CDE-VAE,100,10.0,,0.0001,300,0.5,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0714, 0.0027]","[0.024, 0.0013]","[0.0225, 0.0011]","[0.0216, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.045, 0.0035]","[0.0598, 0.0039]","[0.0747, 0.0043]","[0.0258, 0.0027]","[0.1508, 0.0057]"
CDE-VAE,100,10.0,,0.0005,300,0.5,Adam,"[0.0274, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0713, 0.0027]","[0.0239, 0.0013]","[0.0226, 0.0011]","[0.0217, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.0448, 0.0035]","[0.0599, 0.0039]","[0.0753, 0.0043]","[0.0258, 0.0027]","[0.1506, 0.0057]"
CDE-VAE,100,10.0,,0.001,300,0.5,Adam,"[0.0274, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.0219, 0.0009]","[0.0712, 0.0027]","[0.0239, 0.0013]","[0.0225, 0.0011]","[0.0217, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.0448, 0.0035]","[0.0597, 0.0039]","[0.0753, 0.0043]","[0.0258, 0.0027]","[0.1503, 0.0057]"
CDE-VAE,100,100.0,,0.0001,300,0.5,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0714, 0.0027]","[0.024, 0.0013]","[0.0225, 0.0011]","[0.0216, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.045, 0.0035]","[0.0598, 0.0039]","[0.0747, 0.0043]","[0.0258, 0.0027]","[0.1508, 0.0057]"
CDE-VAE,100,100.0,,0.0005,300,0.5,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0713, 0.0027]","[0.024, 0.0013]","[0.0226, 0.0011]","[0.0217, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.046, 0.0035]","[0.0599, 0.0039]","[0.0753, 0.0043]","[0.0258, 0.0027]","[0.1506, 0.0057]"
CDE-VAE,100,100.0,,0.001,300,0.5,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.0219, 0.0009]","[0.0713, 0.0027]","[0.024, 0.0013]","[0.0226, 0.0011]","[0.0217, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.0459, 0.0035]","[0.0599, 0.0039]","[0.0753, 0.0043]","[0.0258, 0.0027]","[0.1506, 0.0057]"
CDE-VAE,100,1000.0,,0.0001,300,0.5,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0714, 0.0027]","[0.024, 0.0013]","[0.0225, 0.0011]","[0.0216, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.045, 0.0035]","[0.0598, 0.0039]","[0.0747, 0.0043]","[0.0258, 0.0027]","[0.1508, 0.0057]"
CDE-VAE,100,1000.0,,0.0005,300,0.5,Adam,"[0.0274, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.0219, 0.0009]","[0.0713, 0.0027]","[0.0239, 0.0013]","[0.0227, 0.0011]","[0.0217, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.0448, 0.0035]","[0.0599, 0.0039]","[0.0753, 0.0043]","[0.0258, 0.0027]","[0.1507, 0.0057]"
CDE-VAE,100,1000.0,,0.001,300,0.5,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0713, 0.0027]","[0.024, 0.0013]","[0.0226, 0.0011]","[0.0217, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.0459, 0.0035]","[0.0599, 0.0039]","[0.0753, 0.0043]","[0.0258, 0.0027]","[0.1506, 0.0057]"
CDE-VAE,100,10000.0,,0.0001,300,0.5,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0714, 0.0027]","[0.024, 0.0013]","[0.0225, 0.0011]","[0.0216, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.045, 0.0035]","[0.0598, 0.0039]","[0.0747, 0.0043]","[0.0258, 0.0027]","[0.1508, 0.0057]"
CDE-VAE,100,10000.0,,0.0005,300,0.5,Adam,"[0.0274, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.0219, 0.0009]","[0.0713, 0.0027]","[0.0239, 0.0013]","[0.0226, 0.0011]","[0.0217, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.0448, 0.0035]","[0.0599, 0.0039]","[0.0753, 0.0043]","[0.0258, 0.0027]","[0.1506, 0.0057]"
CDE-VAE,100,10000.0,,0.001,300,0.5,Adam,"[0.0274, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.0219, 0.0009]","[0.0713, 0.0027]","[0.0239, 0.0013]","[0.0226, 0.0011]","[0.0217, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.0448, 0.0035]","[0.0598, 0.0039]","[0.0753, 0.0043]","[0.0258, 0.0027]","[0.1506, 0.0057]"
