model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.0001,600,0.5,Adam,"[0.8272, 0.005]","[0.8135, 0.0048]","[0.7999, 0.0047]","[0.8439, 0.0056]","[0.5665, 0.0027]","[0.8003, 0.0049]","[0.7765, 0.0049]","[0.7449, 0.0051]","[0.8274, 0.0052]","[0.4528, 0.0031]","[0.2691, 0.0026]","[0.386, 0.0033]","[0.4844, 0.0036]","[0.1418, 0.0017]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.0005,600,0.5,Adam,"[0.8535, 0.0047]","[0.8368, 0.0046]","[0.8213, 0.0046]","[0.8726, 0.0052]","[0.5798, 0.0026]","[0.8203, 0.0048]","[0.7929, 0.005]","[0.7593, 0.0052]","[0.8577, 0.0049]","[0.4615, 0.003]","[0.2766, 0.0027]","[0.3934, 0.0033]","[0.4918, 0.0035]","[0.1487, 0.0018]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.0001,1.0,,0.001,600,0.5,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.0001,600,0.5,Adam,"[0.7933, 0.0052]","[0.7776, 0.005]","[0.7631, 0.0049]","[0.8117, 0.006]","[0.5384, 0.0026]","[0.7622, 0.005]","[0.7355, 0.005]","[0.7089, 0.005]","[0.7962, 0.0055]","[0.427, 0.0029]","[0.2544, 0.0025]","[0.3626, 0.0031]","[0.4597, 0.0034]","[0.1355, 0.0016]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.0005,600,0.5,Adam,"[0.8412, 0.0048]","[0.8267, 0.0047]","[0.8122, 0.0047]","[0.8573, 0.0055]","[0.5739, 0.0027]","[0.8131, 0.0048]","[0.7876, 0.005]","[0.7534, 0.0051]","[0.8449, 0.005]","[0.4587, 0.003]","[0.2746, 0.0027]","[0.3915, 0.0033]","[0.4888, 0.0036]","[0.1459, 0.0017]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.001,1.0,,0.001,600,0.5,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.0001,600,0.5,Adam,"[0.6763, 0.0061]","[0.6659, 0.0056]","[0.6554, 0.0054]","[0.6857, 0.0072]","[0.4541, 0.0023]","[0.6591, 0.0055]","[0.6357, 0.0052]","[0.6162, 0.0052]","[0.681, 0.0063]","[0.3612, 0.0024]","[0.2132, 0.002]","[0.3044, 0.0025]","[0.3885, 0.0027]","[0.1107, 0.0013]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.0005,600,0.5,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.01,1.0,,0.001,600,0.5,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.1,1.0,,0.0001,600,0.5,Adam,"[0.5218, 0.0069]","[0.5209, 0.0065]","[0.5198, 0.0062]","[0.5219, 0.0081]","[0.3519, 0.0023]","[0.5213, 0.0063]","[0.5183, 0.006]","[0.5147, 0.0059]","[0.5218, 0.0072]","[0.2809, 0.0019]","[0.1537, 0.0015]","[0.2291, 0.0017]","[0.3017, 0.0019]","[0.0772, 0.0011]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.1,1.0,,0.0005,600,0.5,Adam,"[0.505, 0.0067]","[0.5137, 0.0063]","[0.5171, 0.006]","[0.4827, 0.0079]","[0.3544, 0.0022]","[0.531, 0.0061]","[0.5302, 0.0059]","[0.5253, 0.0057]","[0.512, 0.0069]","[0.2891, 0.0019]","[0.158, 0.0014]","[0.2355, 0.0017]","[0.3118, 0.0019]","[0.0767, 0.0011]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,0.1,1.0,,0.001,600,0.5,Adam,"[0.4867, 0.0071]","[0.4947, 0.0066]","[0.4966, 0.0063]","[0.4726, 0.0083]","[0.3358, 0.0022]","[0.5112, 0.0062]","[0.5042, 0.0059]","[0.5051, 0.0057]","[0.5001, 0.0073]","[0.2746, 0.0019]","[0.1508, 0.0015]","[0.2226, 0.0017]","[0.297, 0.0018]","[0.0711, 0.0009]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,1.0,1.0,,0.0001,600,0.5,Adam,"[0.496, 0.007]","[0.4806, 0.0067]","[0.4724, 0.0066]","[0.5356, 0.0076]","[0.307, 0.0026]","[0.4524, 0.0068]","[0.4489, 0.0066]","[0.4475, 0.0064]","[0.4682, 0.0073]","[0.2294, 0.0019]","[0.1224, 0.0012]","[0.1825, 0.0015]","[0.2438, 0.0017]","[0.0645, 0.0009]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,1.0,1.0,,0.0005,600,0.5,Adam,"[0.5672, 0.0071]","[0.553, 0.0068]","[0.5433, 0.0066]","[0.5979, 0.0079]","[0.3565, 0.0024]","[0.53, 0.0068]","[0.521, 0.0064]","[0.5096, 0.0063]","[0.5546, 0.0074]","[0.2728, 0.0018]","[0.1517, 0.0014]","[0.224, 0.0016]","[0.2906, 0.0018]","[0.0806, 0.001]"
E-CDE-VAE,100,0.0001,0.0001,0.0001,1.0,1.0,,0.001,600,0.5,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,100,0.0001,0.0001,0.001,0.0001,1.0,,0.0001,600,0.5,Adam,"[0.8743, 0.0044]","[0.8535, 0.0044]","[0.8354, 0.0045]","[0.9014, 0.0046]","[0.5889, 0.0026]","[0.8307, 0.0048]","[0.7991, 0.0051]","[0.7656, 0.0053]","[0.8759, 0.0048]","[0.4651, 0.003]","[0.2805, 0.0027]","[0.3957, 0.0033]","[0.4948, 0.0035]","[0.1521, 0.0018]"
E-CDE-VAE,100,0.0001,0.0001,0.001,0.0001,1.0,,0.0005,600,0.5,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
E-CDE-VAE,100,0.0001,0.0001,0.001,0.0001,1.0,,0.001,600,0.5,Adam,"[0.4093, 0.0068]","[0.4372, 0.0062]","[0.4459, 0.0059]","[0.3127, 0.0078]","[0.3016, 0.002]","[0.5198, 0.0057]","[0.4922, 0.0054]","[0.4726, 0.0053]","[0.3666, 0.0073]","[0.2584, 0.0017]","[0.1559, 0.0013]","[0.2196, 0.0015]","[0.2788, 0.0017]","[0.0464, 0.0008]"
