model,rank,beta,lambda_l2,lambda_keyphrase,lambda_latent,lambda_rating,topK,learning_rate,epoch,corruption,optimizer,MAP@10,MAP@15,MAP@20,MAP@5,MAP@50,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
E-CDE-VAE,200,0.1,0.01,0.0001,0.0001,1.0,,0.001,600,0.4,Adam,"[0.0275, 0.0019]","[0.0261, 0.0016]","[0.0251, 0.0014]","[0.0299, 0.0025]","[0.022, 0.0009]","[0.0712, 0.0027]","[0.024, 0.0013]","[0.0228, 0.0011]","[0.0217, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0256, 0.0019]","[0.0457, 0.0035]","[0.0602, 0.0039]","[0.0754, 0.0043]","[0.026, 0.0027]","[0.1504, 0.0057]"
E-CDE-VAE,200,0.1,0.01,0.001,0.001,1.0,,0.0001,600,0.4,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0714, 0.0027]","[0.024, 0.0013]","[0.0226, 0.0011]","[0.0216, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.045, 0.0035]","[0.0598, 0.0039]","[0.0747, 0.0043]","[0.0258, 0.0027]","[0.1509, 0.0057]"
E-CDE-VAE,200,0.1,0.01,0.001,0.001,1.0,,0.0005,600,0.4,Adam,"[0.0273, 0.0018]","[0.0259, 0.0015]","[0.025, 0.0014]","[0.0293, 0.0025]","[0.0219, 0.0009]","[0.0711, 0.0027]","[0.024, 0.0013]","[0.0225, 0.0011]","[0.0216, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0254, 0.0019]","[0.0451, 0.0035]","[0.0597, 0.0039]","[0.0752, 0.0043]","[0.0258, 0.0027]","[0.1505, 0.0057]"
E-CDE-VAE,200,0.1,0.01,0.001,0.001,1.0,,0.001,600,0.4,Adam,"[0.0274, 0.0018]","[0.026, 0.0015]","[0.025, 0.0014]","[0.0297, 0.0025]","[0.0219, 0.0009]","[0.0709, 0.0027]","[0.0242, 0.0013]","[0.0227, 0.0011]","[0.0217, 0.001]","[0.0265, 0.0019]","[0.0185, 0.0007]","[0.0254, 0.0019]","[0.0448, 0.0034]","[0.0601, 0.0039]","[0.0753, 0.0043]","[0.026, 0.0027]","[0.1492, 0.0057]"
E-CDE-VAE,200,0.1,0.01,0.01,0.01,1.0,,0.0001,600,0.4,Adam,"[0.0275, 0.0018]","[0.0261, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0714, 0.0027]","[0.0241, 0.0013]","[0.0226, 0.0011]","[0.0216, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.0453, 0.0035]","[0.0598, 0.0039]","[0.0747, 0.0043]","[0.0258, 0.0027]","[0.1508, 0.0057]"
E-CDE-VAE,200,0.1,0.01,0.01,0.01,1.0,,0.0005,600,0.4,Adam,"[0.0274, 0.0018]","[0.026, 0.0015]","[0.025, 0.0014]","[0.0297, 0.0025]","[0.0219, 0.0009]","[0.0713, 0.0027]","[0.0238, 0.0013]","[0.0226, 0.0011]","[0.0217, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.0442, 0.0034]","[0.0598, 0.0039]","[0.0753, 0.0043]","[0.0258, 0.0027]","[0.1505, 0.0057]"
E-CDE-VAE,200,0.1,0.01,0.01,0.01,1.0,,0.001,600,0.4,Adam,"[0.0273, 0.0018]","[0.0259, 0.0015]","[0.025, 0.0014]","[0.0297, 0.0025]","[0.0219, 0.0009]","[0.071, 0.0027]","[0.024, 0.0013]","[0.0226, 0.0011]","[0.0218, 0.001]","[0.0264, 0.0019]","[0.0185, 0.0007]","[0.0255, 0.0019]","[0.0444, 0.0034]","[0.0593, 0.0039]","[0.0755, 0.0043]","[0.026, 0.0027]","[0.1499, 0.0057]"
E-CDE-VAE,200,0.1,0.01,0.1,0.1,1.0,,0.0001,600,0.4,Adam,"[0.0274, 0.0018]","[0.0263, 0.0015]","[0.0253, 0.0014]","[0.0296, 0.0025]","[0.0223, 0.0009]","[0.0725, 0.0027]","[0.0244, 0.0013]","[0.0231, 0.0011]","[0.0221, 0.001]","[0.0267, 0.0019]","[0.0188, 0.0007]","[0.0258, 0.002]","[0.0453, 0.0035]","[0.0634, 0.0041]","[0.0773, 0.0044]","[0.0252, 0.0026]","[0.1544, 0.0058]"
E-CDE-VAE,200,0.1,0.01,0.1,0.1,1.0,,0.0005,600,0.4,Adam,"[0.0274, 0.0018]","[0.0262, 0.0016]","[0.0253, 0.0014]","[0.0295, 0.0025]","[0.0223, 0.001]","[0.0721, 0.0027]","[0.0245, 0.0014]","[0.0232, 0.0011]","[0.0221, 0.001]","[0.0265, 0.0019]","[0.0189, 0.0007]","[0.0254, 0.0019]","[0.0455, 0.0035]","[0.0635, 0.0041]","[0.0775, 0.0044]","[0.0255, 0.0027]","[0.1537, 0.0058]"
E-CDE-VAE,200,0.1,0.01,0.1,0.1,1.0,,0.001,600,0.4,Adam,"[0.0273, 0.0018]","[0.0261, 0.0016]","[0.0252, 0.0014]","[0.0295, 0.0025]","[0.0222, 0.001]","[0.0717, 0.0027]","[0.0244, 0.0013]","[0.0231, 0.0011]","[0.0222, 0.001]","[0.0267, 0.0019]","[0.0188, 0.0007]","[0.0254, 0.0019]","[0.0448, 0.0035]","[0.0624, 0.004]","[0.0777, 0.0044]","[0.0252, 0.0026]","[0.1526, 0.0057]"
E-CDE-VAE,200,0.1,0.01,1.0,1.0,1.0,,0.0001,600,0.4,Adam,"[0.0336, 0.002]","[0.0322, 0.0017]","[0.031, 0.0015]","[0.0353, 0.0027]","[0.0266, 0.001]","[0.085, 0.0029]","[0.0307, 0.0015]","[0.0286, 0.0012]","[0.0268, 0.0011]","[0.0337, 0.0021]","[0.0214, 0.0007]","[0.0314, 0.0021]","[0.0561, 0.0038]","[0.0768, 0.0043]","[0.0942, 0.0047]","[0.0321, 0.0029]","[0.1788, 0.0061]"
E-CDE-VAE,200,0.1,0.01,1.0,1.0,1.0,,0.0005,600,0.4,Adam,"[0.0326, 0.002]","[0.0311, 0.0017]","[0.0299, 0.0015]","[0.0347, 0.0027]","[0.0258, 0.001]","[0.0822, 0.0029]","[0.0293, 0.0015]","[0.0273, 0.0012]","[0.0259, 0.0011]","[0.0319, 0.0021]","[0.021, 0.0007]","[0.0297, 0.0021]","[0.0533, 0.0037]","[0.073, 0.0043]","[0.0899, 0.0046]","[0.0296, 0.0028]","[0.1723, 0.006]"
E-CDE-VAE,200,0.1,0.01,1.0,1.0,1.0,,0.001,600,0.4,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
E-CDE-VAE,200,1.0,0.0001,0.0001,0.0001,1.0,,0.0001,600,0.4,Adam,"[0.0273, 0.0018]","[0.0259, 0.0015]","[0.025, 0.0014]","[0.0293, 0.0025]","[0.0219, 0.0009]","[0.0712, 0.0027]","[0.024, 0.0013]","[0.0226, 0.0011]","[0.0216, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0254, 0.0019]","[0.045, 0.0035]","[0.0598, 0.0039]","[0.0747, 0.0043]","[0.0258, 0.0027]","[0.1508, 0.0057]"
E-CDE-VAE,200,1.0,0.0001,0.0001,0.0001,1.0,,0.0005,600,0.4,Adam,"[0.0274, 0.0018]","[0.026, 0.0015]","[0.025, 0.0014]","[0.0297, 0.0025]","[0.0219, 0.0009]","[0.0713, 0.0027]","[0.0239, 0.0013]","[0.0225, 0.0011]","[0.0216, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.0448, 0.0035]","[0.0597, 0.0039]","[0.0753, 0.0043]","[0.0258, 0.0027]","[0.1505, 0.0057]"
E-CDE-VAE,200,1.0,0.0001,0.0001,0.0001,1.0,,0.001,600,0.4,Adam,"[0.0273, 0.0018]","[0.026, 0.0015]","[0.025, 0.0014]","[0.0297, 0.0025]","[0.0219, 0.0009]","[0.071, 0.0027]","[0.0244, 0.0013]","[0.0229, 0.0011]","[0.0216, 0.001]","[0.0264, 0.0019]","[0.0185, 0.0007]","[0.0255, 0.0019]","[0.0459, 0.0035]","[0.0608, 0.0039]","[0.0753, 0.0043]","[0.026, 0.0027]","[0.1497, 0.0057]"
E-CDE-VAE,200,1.0,0.0001,0.001,0.001,1.0,,0.0001,600,0.4,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0715, 0.0027]","[0.0241, 0.0013]","[0.0225, 0.0011]","[0.0216, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.0453, 0.0035]","[0.0598, 0.0039]","[0.0747, 0.0043]","[0.0258, 0.0027]","[0.1514, 0.0057]"
E-CDE-VAE,200,1.0,0.0001,0.001,0.001,1.0,,0.0005,600,0.4,Adam,"[0.0274, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.0219, 0.0009]","[0.0713, 0.0027]","[0.0239, 0.0013]","[0.0228, 0.0011]","[0.0217, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.0448, 0.0035]","[0.0615, 0.004]","[0.0754, 0.0043]","[0.0258, 0.0027]","[0.1506, 0.0057]"
E-CDE-VAE,200,1.0,0.0001,0.001,0.001,1.0,,0.001,600,0.4,Adam,"[0.0273, 0.0018]","[0.026, 0.0015]","[0.025, 0.0014]","[0.0297, 0.0025]","[0.0219, 0.0009]","[0.071, 0.0027]","[0.0242, 0.0013]","[0.0228, 0.0011]","[0.0217, 0.001]","[0.0263, 0.0019]","[0.0185, 0.0007]","[0.0255, 0.0019]","[0.0446, 0.0034]","[0.0601, 0.0039]","[0.0753, 0.0043]","[0.026, 0.0027]","[0.1497, 0.0057]"
E-CDE-VAE,200,1.0,0.0001,0.01,0.01,1.0,,0.0001,600,0.4,Adam,"[0.0273, 0.0018]","[0.0259, 0.0015]","[0.025, 0.0014]","[0.0294, 0.0025]","[0.0219, 0.0009]","[0.0712, 0.0027]","[0.0241, 0.0013]","[0.0225, 0.0011]","[0.0216, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0254, 0.0019]","[0.0462, 0.0035]","[0.0598, 0.0039]","[0.0747, 0.0043]","[0.0258, 0.0027]","[0.1508, 0.0057]"
E-CDE-VAE,200,1.0,0.0001,0.01,0.01,1.0,,0.0005,600,0.4,Adam,"[0.0275, 0.0018]","[0.0261, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0713, 0.0027]","[0.0241, 0.0013]","[0.0225, 0.0011]","[0.0217, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.046, 0.0035]","[0.0597, 0.0039]","[0.0754, 0.0043]","[0.0258, 0.0027]","[0.1506, 0.0057]"
E-CDE-VAE,200,1.0,0.0001,0.01,0.01,1.0,,0.001,600,0.4,Adam,"[0.0275, 0.0019]","[0.026, 0.0016]","[0.0251, 0.0014]","[0.0301, 0.0025]","[0.0219, 0.0009]","[0.071, 0.0027]","[0.0241, 0.0013]","[0.0225, 0.0011]","[0.0216, 0.001]","[0.0264, 0.0019]","[0.0185, 0.0007]","[0.0249, 0.0019]","[0.0448, 0.0034]","[0.0593, 0.0039]","[0.0753, 0.0043]","[0.026, 0.0027]","[0.1497, 0.0057]"
E-CDE-VAE,200,1.0,0.0001,0.1,0.1,1.0,,0.0001,600,0.4,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0714, 0.0027]","[0.0241, 0.0013]","[0.0225, 0.0011]","[0.0216, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.0453, 0.0035]","[0.0598, 0.0039]","[0.0747, 0.0043]","[0.0258, 0.0027]","[0.1509, 0.0057]"
E-CDE-VAE,200,1.0,0.0001,0.1,0.1,1.0,,0.0005,600,0.4,Adam,"[0.0273, 0.0018]","[0.0259, 0.0015]","[0.025, 0.0014]","[0.0294, 0.0025]","[0.0219, 0.0009]","[0.0711, 0.0027]","[0.024, 0.0013]","[0.0226, 0.0011]","[0.0217, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0254, 0.0019]","[0.0459, 0.0035]","[0.0598, 0.0039]","[0.0753, 0.0043]","[0.0258, 0.0027]","[0.1506, 0.0057]"
E-CDE-VAE,200,1.0,0.0001,0.1,0.1,1.0,,0.001,600,0.4,Adam,"[0.0273, 0.0018]","[0.026, 0.0015]","[0.025, 0.0014]","[0.0297, 0.0025]","[0.0219, 0.0009]","[0.0709, 0.0027]","[0.0242, 0.0013]","[0.0229, 0.0011]","[0.0219, 0.001]","[0.0264, 0.0019]","[0.0185, 0.0007]","[0.0253, 0.0019]","[0.0446, 0.0034]","[0.0608, 0.0039]","[0.0754, 0.0043]","[0.026, 0.0027]","[0.1496, 0.0057]"
E-CDE-VAE,200,1.0,0.0001,1.0,1.0,1.0,,0.0001,600,0.4,Adam,"[0.0275, 0.0018]","[0.0263, 0.0016]","[0.0254, 0.0014]","[0.0294, 0.0025]","[0.0224, 0.001]","[0.0726, 0.0027]","[0.0248, 0.0013]","[0.0234, 0.0011]","[0.0222, 0.001]","[0.0268, 0.0019]","[0.0189, 0.0007]","[0.0258, 0.0019]","[0.0456, 0.0035]","[0.0629, 0.004]","[0.0777, 0.0044]","[0.0254, 0.0026]","[0.155, 0.0058]"
E-CDE-VAE,200,1.0,0.0001,1.0,1.0,1.0,,0.0005,600,0.4,Adam,"[0.0279, 0.0019]","[0.0267, 0.0016]","[0.0256, 0.0014]","[0.0298, 0.0025]","[0.0225, 0.001]","[0.0727, 0.0027]","[0.0252, 0.0014]","[0.0234, 0.0011]","[0.0222, 0.001]","[0.0272, 0.0019]","[0.0189, 0.0007]","[0.0257, 0.0019]","[0.0464, 0.0036]","[0.0631, 0.004]","[0.0772, 0.0044]","[0.0259, 0.0027]","[0.1543, 0.0058]"
E-CDE-VAE,200,1.0,0.0001,1.0,1.0,1.0,,0.001,600,0.4,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
E-CDE-VAE,200,1.0,0.001,0.0001,0.0001,1.0,,0.0001,600,0.4,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0713, 0.0027]","[0.0241, 0.0013]","[0.0226, 0.0011]","[0.0216, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0258, 0.0019]","[0.0453, 0.0035]","[0.0598, 0.0039]","[0.0747, 0.0043]","[0.0258, 0.0027]","[0.1507, 0.0057]"
E-CDE-VAE,200,1.0,0.001,0.0001,0.0001,1.0,,0.0005,600,0.4,Adam,"[0.0274, 0.0018]","[0.026, 0.0015]","[0.025, 0.0014]","[0.0297, 0.0025]","[0.0219, 0.0009]","[0.0712, 0.0027]","[0.0239, 0.0013]","[0.0226, 0.0011]","[0.0217, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.0443, 0.0034]","[0.0597, 0.0039]","[0.0754, 0.0043]","[0.0258, 0.0027]","[0.1504, 0.0057]"
E-CDE-VAE,200,1.0,0.001,0.0001,0.0001,1.0,,0.001,600,0.4,Adam,"[0.0274, 0.0018]","[0.026, 0.0015]","[0.025, 0.0014]","[0.0297, 0.0025]","[0.0219, 0.0009]","[0.0709, 0.0027]","[0.0242, 0.0013]","[0.0226, 0.0011]","[0.0217, 0.001]","[0.0264, 0.0019]","[0.0185, 0.0007]","[0.0254, 0.0019]","[0.0458, 0.0035]","[0.0593, 0.0039]","[0.0752, 0.0043]","[0.026, 0.0027]","[0.1497, 0.0057]"
E-CDE-VAE,200,1.0,0.001,0.001,0.001,1.0,,0.0001,600,0.4,Adam,"[0.0275, 0.0018]","[0.0261, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0713, 0.0027]","[0.0241, 0.0013]","[0.0225, 0.0011]","[0.0216, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.0462, 0.0035]","[0.0598, 0.0039]","[0.0747, 0.0043]","[0.0258, 0.0027]","[0.1507, 0.0057]"
E-CDE-VAE,200,1.0,0.001,0.001,0.001,1.0,,0.0005,600,0.4,Adam,"[0.0274, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0298, 0.0025]","[0.022, 0.0009]","[0.0713, 0.0027]","[0.0239, 0.0013]","[0.0225, 0.0011]","[0.0217, 0.001]","[0.0265, 0.0019]","[0.0186, 0.0007]","[0.0255, 0.0019]","[0.0448, 0.0035]","[0.0597, 0.0039]","[0.0753, 0.0043]","[0.026, 0.0027]","[0.1506, 0.0057]"
E-CDE-VAE,200,1.0,0.001,0.001,0.001,1.0,,0.001,600,0.4,Adam,"[0.0274, 0.0018]","[0.026, 0.0015]","[0.025, 0.0014]","[0.0297, 0.0025]","[0.0219, 0.0009]","[0.071, 0.0027]","[0.0241, 0.0013]","[0.0229, 0.0011]","[0.0217, 0.001]","[0.0264, 0.0019]","[0.0185, 0.0007]","[0.0254, 0.0019]","[0.0447, 0.0034]","[0.0616, 0.004]","[0.0753, 0.0043]","[0.026, 0.0027]","[0.1499, 0.0057]"
E-CDE-VAE,200,1.0,0.001,0.01,0.01,1.0,,0.0001,600,0.4,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0714, 0.0027]","[0.0241, 0.0013]","[0.0226, 0.0011]","[0.0216, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0258, 0.0019]","[0.0453, 0.0035]","[0.0598, 0.0039]","[0.0747, 0.0043]","[0.0258, 0.0027]","[0.1508, 0.0057]"
E-CDE-VAE,200,1.0,0.001,0.01,0.01,1.0,,0.0005,600,0.4,Adam,"[0.0274, 0.0018]","[0.026, 0.0015]","[0.025, 0.0014]","[0.0297, 0.0025]","[0.0219, 0.0009]","[0.0712, 0.0027]","[0.0239, 0.0013]","[0.0226, 0.0011]","[0.0217, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.0443, 0.0034]","[0.0599, 0.0039]","[0.0753, 0.0043]","[0.0258, 0.0027]","[0.1505, 0.0057]"
E-CDE-VAE,200,1.0,0.001,0.01,0.01,1.0,,0.001,600,0.4,Adam,"[0.0274, 0.0019]","[0.026, 0.0016]","[0.025, 0.0014]","[0.0298, 0.0025]","[0.0219, 0.0009]","[0.0709, 0.0027]","[0.024, 0.0013]","[0.0228, 0.0011]","[0.0217, 0.001]","[0.0266, 0.0019]","[0.0185, 0.0007]","[0.0255, 0.0019]","[0.0443, 0.0034]","[0.0597, 0.0039]","[0.0754, 0.0043]","[0.026, 0.0027]","[0.1498, 0.0057]"
E-CDE-VAE,200,1.0,0.001,0.1,0.1,1.0,,0.0001,600,0.4,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0714, 0.0027]","[0.024, 0.0013]","[0.0225, 0.0011]","[0.0216, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0258, 0.0019]","[0.045, 0.0035]","[0.0598, 0.0039]","[0.0747, 0.0043]","[0.0258, 0.0027]","[0.1509, 0.0057]"
E-CDE-VAE,200,1.0,0.001,0.1,0.1,1.0,,0.0005,600,0.4,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0713, 0.0027]","[0.0241, 0.0013]","[0.0225, 0.0011]","[0.0217, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.0457, 0.0035]","[0.0597, 0.0039]","[0.0753, 0.0043]","[0.0258, 0.0027]","[0.1506, 0.0057]"
E-CDE-VAE,200,1.0,0.001,0.1,0.1,1.0,,0.001,600,0.4,Adam,"[0.0274, 0.0018]","[0.026, 0.0015]","[0.025, 0.0014]","[0.0298, 0.0025]","[0.0219, 0.0009]","[0.071, 0.0027]","[0.024, 0.0013]","[0.0229, 0.0011]","[0.0217, 0.001]","[0.0266, 0.0019]","[0.0185, 0.0007]","[0.0255, 0.0019]","[0.0444, 0.0034]","[0.0605, 0.0039]","[0.0753, 0.0043]","[0.026, 0.0027]","[0.1498, 0.0057]"
E-CDE-VAE,200,1.0,0.001,1.0,1.0,1.0,,0.0001,600,0.4,Adam,"[0.0277, 0.0019]","[0.0264, 0.0016]","[0.0255, 0.0014]","[0.0297, 0.0025]","[0.0224, 0.001]","[0.0729, 0.0027]","[0.0249, 0.0014]","[0.0233, 0.0011]","[0.0223, 0.001]","[0.0267, 0.0019]","[0.0189, 0.0007]","[0.0262, 0.002]","[0.0457, 0.0035]","[0.0635, 0.0041]","[0.0774, 0.0044]","[0.0263, 0.0028]","[0.1553, 0.0058]"
E-CDE-VAE,200,1.0,0.001,1.0,1.0,1.0,,0.0005,600,0.4,Adam,"[0.0279, 0.0019]","[0.0266, 0.0016]","[0.0255, 0.0014]","[0.0298, 0.0025]","[0.0224, 0.001]","[0.0724, 0.0027]","[0.0251, 0.0014]","[0.0232, 0.0011]","[0.0222, 0.001]","[0.027, 0.0019]","[0.0188, 0.0007]","[0.0255, 0.0019]","[0.0453, 0.0035]","[0.0627, 0.004]","[0.0772, 0.0044]","[0.0258, 0.0027]","[0.1539, 0.0058]"
E-CDE-VAE,200,1.0,0.001,1.0,1.0,1.0,,0.001,600,0.4,Adam,"[0.0021, 0.0005]","[0.0021, 0.0004]","[0.002, 0.0003]","[0.0021, 0.0006]","[0.002, 0.0002]","[0.0051, 0.0006]","[0.0021, 0.0004]","[0.0019, 0.0003]","[0.002, 0.0003]","[0.002, 0.0005]","[0.0019, 0.0002]","[0.0019, 0.0003]","[0.0021, 0.0007]","[0.0034, 0.0009]","[0.0044, 0.001]","[0.0014, 0.0007]","[0.0106, 0.0015]"
E-CDE-VAE,200,1.0,0.01,0.0001,0.0001,1.0,,0.0001,600,0.4,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0714, 0.0027]","[0.024, 0.0013]","[0.0225, 0.0011]","[0.0216, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.045, 0.0035]","[0.0598, 0.0039]","[0.0747, 0.0043]","[0.0258, 0.0027]","[0.1508, 0.0057]"
E-CDE-VAE,200,1.0,0.01,0.0001,0.0001,1.0,,0.0005,600,0.4,Adam,"[0.0274, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0712, 0.0027]","[0.024, 0.0013]","[0.0226, 0.0011]","[0.0217, 0.001]","[0.0268, 0.0019]","[0.0185, 0.0007]","[0.0256, 0.0019]","[0.0457, 0.0035]","[0.0598, 0.0039]","[0.0753, 0.0043]","[0.0258, 0.0027]","[0.1504, 0.0057]"
E-CDE-VAE,200,1.0,0.01,0.0001,0.0001,1.0,,0.001,600,0.4,Adam,"[0.0274, 0.0018]","[0.026, 0.0015]","[0.025, 0.0014]","[0.0298, 0.0025]","[0.0219, 0.0009]","[0.071, 0.0027]","[0.024, 0.0013]","[0.0225, 0.0011]","[0.0216, 0.001]","[0.0265, 0.0019]","[0.0185, 0.0007]","[0.0256, 0.0019]","[0.0448, 0.0035]","[0.0593, 0.0039]","[0.0753, 0.0043]","[0.026, 0.0027]","[0.1499, 0.0057]"
E-CDE-VAE,200,1.0,0.01,0.001,0.001,1.0,,0.0001,600,0.4,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0714, 0.0027]","[0.024, 0.0013]","[0.0226, 0.0011]","[0.0216, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.045, 0.0035]","[0.0598, 0.0039]","[0.0747, 0.0043]","[0.0258, 0.0027]","[0.1509, 0.0057]"
E-CDE-VAE,200,1.0,0.01,0.001,0.001,1.0,,0.0005,600,0.4,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.0219, 0.0009]","[0.0713, 0.0027]","[0.024, 0.0013]","[0.0225, 0.0011]","[0.0217, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.046, 0.0035]","[0.0597, 0.0039]","[0.0753, 0.0043]","[0.0258, 0.0027]","[0.1504, 0.0057]"
E-CDE-VAE,200,1.0,0.01,0.001,0.001,1.0,,0.001,600,0.4,Adam,"[0.0274, 0.0019]","[0.026, 0.0016]","[0.025, 0.0014]","[0.0297, 0.0025]","[0.0219, 0.0009]","[0.0709, 0.0027]","[0.0239, 0.0013]","[0.0228, 0.0011]","[0.0217, 0.001]","[0.0265, 0.0019]","[0.0185, 0.0007]","[0.0254, 0.0019]","[0.0444, 0.0034]","[0.0603, 0.0039]","[0.0754, 0.0043]","[0.026, 0.0027]","[0.1496, 0.0057]"
E-CDE-VAE,200,1.0,0.01,0.01,0.01,1.0,,0.0001,600,0.4,Adam,"[0.0275, 0.0018]","[0.0261, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0714, 0.0027]","[0.0241, 0.0013]","[0.0225, 0.0011]","[0.0216, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.0462, 0.0035]","[0.0598, 0.0039]","[0.0747, 0.0043]","[0.0258, 0.0027]","[0.1507, 0.0057]"
E-CDE-VAE,200,1.0,0.01,0.01,0.01,1.0,,0.0005,600,0.4,Adam,"[0.0275, 0.0018]","[0.026, 0.0015]","[0.0251, 0.0014]","[0.0297, 0.0025]","[0.022, 0.0009]","[0.0713, 0.0027]","[0.024, 0.0013]","[0.0225, 0.0011]","[0.0217, 0.001]","[0.0268, 0.0019]","[0.0186, 0.0007]","[0.0257, 0.0019]","[0.046, 0.0035]","[0.0597, 0.0039]","[0.0753, 0.0043]","[0.0258, 0.0027]","[0.1506, 0.0057]"
